<DOC>	<DOC>+BDTag
günü	gün+NOUN+A3SG+P3SG+NOM
Tampa	tampa+NOUN+PROP+A3SG+PNON+NOM
Florida'dan	florida'dan+NOUN+A3SG+PNON+NOM
Charlotte	charlotte+NOUN+PROP+A3SG+PNON+NOM
Kuzey	kuzey+NOUN+PROP+A3SG+PNON+NOM
Carolina'ya	carolina+NOUN+PROP+A3SG+PNON+DAT
sabah	sabah+NOUN+A3SG+PNON+NOM
erken	erken+ADV
bir	bir+DET
uçuş	uç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
rezervasyonu	rezervasyon+NOUN+A3SG+PNON+ACC
yapmak	yap+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
istiyorum	iste+VERB+POS+PROG1+A1SG
</S>	</S>+ESTag
<S>	<S>+BSTag
St.	St.+NOUN+PROP+A3SG+PNON+NOM
Louis'ten	louis+NOUN+PROP+A3SG+PNON+ABL
Chicago'ya	chicago+NOUN+PROP+A3SG+PNON+DAT
giden	git+VERB+POS^DB+ADJ+PRESPART
öğleden	öğle+NOUN+A3SG+PNON+ABL
sonra	sonra+POSTP+PCABL
geç	geç+ADV
saatlerdeki	saat+NOUN+A3PL+PNON+LOC^DB+ADJ+REL
uçuşların	uç+VERB+POS^DB+NOUN+INF3+A3PL+PNON+GEN
bir	bir+DET
listesine	liste+NOUN+A3SG+P3SG+DAT
ihtiyacım	ihtiyaç+NOUN+A3SG+P1SG+NOM
var	var+ADJ
</S>	</S>+ESTag
<S>	<S>+BSTag
JFK'den	jfk+NOUN+PROP+A3SG+PNON+ABL
Miami'ye	miami+NOUN+PROP+A3SG+PNON+DAT
olan	ol+VERB+POS^DB+ADJ+PRESPART
Delta	delta+NOUN+PROP+A3SG+PNON+NOM
Havayolları	havayol+NOUN+A3PL+P3SG+NOM
uçuşlarını	uç+VERB+POS^DB+NOUN+INF3+A3SG+P3PL+ACC
gösterin	göster+VERB+POS+IMP+A2PL
</S>	</S>+ESTag
<S>	<S>+BSTag
şimdi	şimdi+ADV
Philadelphia'dan	philadelphia+NOUN+PROP+A3SG+PNON+ABL
Pittsburgh'a	pittsburgh+NOUN+PROP+A3SG+PNON+DAT
akşam	akşam+NOUN+A3SG+PNON+NOM
430	430+NUM+CARD
ile	ile+CONJ
530	530+NUM+CARD
arasında	ara+NOUN+A3SG+P3SG+LOC
kalkan	kalk+VERB+POS^DB+ADJ+PRESPART
uçuşlar	uç+VERB+POS^DB+NOUN+INF3+A3PL+PNON+NOM
istiyorum	iste+VERB+POS+PROG1+A1SG
</S>	</S>+ESTag
<S>	<S>+BSTag
21	21+NUM+CARD
Nisan	nisan+NOUN+PROP+A3SG+PNON+NOM
günü	gün+NOUN+A3SG+P3SG+NOM
öğleden	öğle+NOUN+A3SG+PNON+ABL
sonra	sonra+POSTP+PCABL
geç	geç+ADJ
saatlerde	saat+NOUN+A3PL+PNON+LOC
Indianapolis'ten	ındianapolis+NOUN+PROP+A3SG+PNON+ABL
San	san+NOUN+PROP+A3SG+PNON+NOM
Diego'ya	diego+NOUN+PROP+A3SG+PNON+DAT
uçan	uç+VERB+POS^DB+ADJ+PRESPART
hangi	hangi+PRON+QUESP+A3SG+PNON+NOM
uçuşlar	uç+VERB+POS^DB+NOUN+INF3+A3PL+PNON+NOM
mevcut	mevcut+NOUN+A3SG+PNON+NOM
</S>	</S>+ESTag
<S>	<S>+BSTag
SFO'dan	sfo+NOUN+PROP+A3SG+PNON+ABL
Long	long+NOUN+PROP+A3SG+PNON+NOM
Beach'a	beach+NOUN+PROP+A3SG+PNON+DAT
olan	ol+VERB+POS^DB+ADJ+PRESPART
tüm	tüm+DET
uçuşlar	uç+VERB+POS^DB+NOUN+INF3+A3PL+PNON+NOM
</S>	</S>+ESTag
<S>	<S>+BSTag
sfo'dan	sfo'dan+NOUN+A3SG+PNON+NOM
Denver'e	denver+NOUN+PROP+A3SG+PNON+DAT
</S>	</S>+ESTag
<S>	<S>+BSTag
LS	LS+NOUN+PROP+A3SG+PNON+NOM
ne	ne+ADJ
anlama	anlam+NOUN+A3SG+PNON+DAT
geliyor	gel+VERB+POS+PROG1+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
American	american+NOUN+PROP+A3SG+PNON+NOM
Havayolları'nda	havayol+NOUN+A3PL+P3PL+LOC
birinci	birinci+ADJ
sınıf	sınıf+NOUN+A3SG+PNON+NOM
uçuş	uç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
sayısı	sayı+NOUN+A3SG+P3SG+NOM
kaçtır	kaçtır+NOUN+A3SG+PNON+NOM
</S>	</S>+ESTag
</DOC>	</DOC>+EDTag
