<DOC>	<DOC>+BDTag
her	her+DET
ikiside	iki+NUM+CARD^DB+ADJ+JUSTLIKE^DB+NOUN+ZERO+A3SG+PNON+LOC
işlerini	iş+NOUN+A3PL+P3SG+ACC
genişletmeyi	genişletme+NOUN+A3SG+PNON+ACC
denemişti	dene+VERB+POS+NARR+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ancak	ancak+CONJ
UAL	ual+NOUN+PROP+A3SG+PNON+NOM
ve	ve+CONJ
AMR	amr+NOUN+PROP+A3SG+PNON+NOM
örneklerini	örnek+NOUN+A3PL+P3SG+ACC
bu	bu+DET
yasayı	yasa+NOUN+A3SG+PNON+ACC
yürürlüğe	yürürlük+NOUN+A3SG+PNON+DAT
koymak	koy+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
için	için+POSTP+PCNOM
hızlı	hız+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
hareket	hareket+NOUN+A3SG+PNON+NOM
etmenin	et+VERB+POS^DB+NOUN+INF2+A3SG+PNON+GEN
nedenleri	neden+NOUN+A3PL+P3SG+NOM
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
gösterdiler	göster+VERB+POS+PAST+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Lipper	Lipper+NOUN+PROP+A3SG+PNON+NOM
Analytical	Analytical+NOUN+PROP+A3SG+PNON+NOM
Services	services+NOUN+PROP+A3SG+PNON+NOM
Inc'e	ınc+NOUN+PROP+A3SG+PNON+DAT
göre	göre+POSTP+PCDAT
hisse	hisse+NOUN+A3SG+PNON+NOM
senedi	senet+NOUN+A3SG+P3SG+NOM
fonları	fon+NOUN+A3PL+P3SG+NOM
Eylül	eylül+NOUN+PROP+A3SG+PNON+NOM
ayına	ay+NOUN+A3SG+P3SG+DAT
kadar	kadar+POSTP+PCDAT
%25	%25+PERCENT
gibi	gibi+POSTP+PCNOM
şaşırtıcı	şaşırtıcı+ADJ
bir	bir+DET
kazanç	kazanç+NOUN+A3SG+PNON+NOM
elde	elde+NOUN+A3SG+PNON+NOM
etti	et+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
45	45+NUM+CARD
yaşındaki	yaş+NOUN+A3SG+P3SG+LOC^DB+ADJ+REL
John	john+NOUN+PROP+A3SG+PNON+NOM
A.	a.+NOUN+PROP+A3SG+PNON+NOM
Conlon	Conlon+NOUN+PROP+A3SG+PNON+NOM
Jr.	Jr.+NOUN+PROP+A3SG+PNON+NOM
bu	bu+DET
yatırım	yatırım+NOUN+A3SG+PNON+NOM
bankacılığı	bankacılık+NOUN+A3SG+PNON+ACC
şirketinde	şirket+NOUN+A3SG+P3SG+LOC
genel	genel+ADJ
müdür	müdür+NOUN+A3SG+PNON+NOM
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
seçildi	seç+VERB^DB+VERB+PASS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Boeing	boeing+NOUN+PROP+A3SG+PNON+NOM
şu	şu+DET
anda	an+NOUN+A3SG+PNON+LOC
,	,+PUNC
makinistlere	makinist+NOUN+A3PL+PNON+DAT
saatlik	saat+NOUN+A3SG+PNON+NOM^DB+ADJ+FITFOR
ortalama	ortala+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
13.39	13.39+NUM+REAL
dolar	dolar+NOUN+A3SG+PNON+NOM
ödeme	ödeme+NOUN+A3SG+PNON+NOM
yapıldığını	yap+VERB^DB+VERB+PASS+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
,	,+PUNC
söyledi	söyle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
"	"+PUNC
Eğer	eğer+CONJ
hepsi	hepsi+PRON+QUANTP+A3PL+P3PL+NOM
yükselmeye	yüksel+VERB+POS^DB+NOUN+INF2+A3SG+PNON+DAT
eğilimli	eğilimli+ADJ
olsaydı	ol+VERB+POS+DESR+PAST+A3SG
,	,+PUNC
gerçekten	gerçekten+ADV
üzgün	üzgün+ADJ
olurdum	ol+VERB+POS+AOR+PAST+A1SG
,	,+PUNC
"	"+PUNC
diye	diye+POSTP+PCNOM
ekledi	ekle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Araştırma	araştırma+NOUN+A3SG+PNON+NOM
,	,+PUNC
hisse	hisse+NOUN+A3SG+PNON+NOM
senedi	senet+NOUN+A3SG+P3SG+NOM
satışı	sat+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+NOM
ve	ve+CONJ
ticareti	ticaret+NOUN+A3SG+P3SG+NOM
ile	ile+CONJ
Rothschild	rothschild+NOUN+PROP+A3SG+PNON+NOM
sendikasyon	sendikasyon+NOUN+A3SG+PNON+NOM
operasyonundan	operasyon+NOUN+A3SG+P3SG+ABL
sorumlu	sorum+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
olacak	ol+VERB+POS+FUT+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Orada	orada+ADV
bir	bir+DET
ya	ya+CONJ
da	da+CONJ
bir	bir+DET
başka	başka+ADJ
psikolojik	psikolojik+ADJ
,	,+PUNC
teknik	teknik+ADJ
reaksiyon	reaksiyon+NOUN+A3SG+PNON+NOM
olabilir	ol+VERB+POS^DB+VERB+ABLE+AOR+A3SG
,	,+PUNC
fakat	fakat+CONJ
onlar	o+PRON+DEMONSP+A3PL+PNON+NOM
temele	temel+NOUN+A3SG+PNON+DAT
dayalı	dayalı+ADJ
değildir	değil+ADJ^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
sefer	sefer+NOUN+A3SG+PNON+NOM
bir	bir+DET
panik	panik+NOUN+A3SG+PNON+NOM
reaksiyonu	reaksiyon+NOUN+A3SG+P3SG+NOM
alacağımızı	al+VERB+POS^DB+NOUN+FUTPART+A3SG+P1PL+ACC
sanmıyorum	san+VERB+NEG+PROG1+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Dışarıda	dışarı+NOUN+A3SG+PNON+LOC
,	,+PUNC
Orioles'in	orioles+NOUN+PROP+A3SG+PNON+GEN
sekiz	sekiz+NUM+CARD
kez	kez+NOUN+A3SG+PNON+NOM
Altın	altın+ADJ
Eldiven	eldiven+NOUN+A3SG+PNON+NOM
kazananı	kazan+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+P3SG+NOM
Paul	paul+NOUN+PROP+A3SG+PNON+NOM
Blair	blair+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
zarif	zarif+ADJ
bir	bir+DET
şekilde	şekil+NOUN+A3SG+PNON+LOC
yüksek	yüksek+ADJ
topları	top+NOUN+A3PL+PNON+ACC
yakalıyor	yakala+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Batı	batı+NOUN+PROP+A3SG+PNON+NOM
Almanya	almanya+NOUN+PROP+A3SG+PNON+NOM
ve	ve+CONJ
Avrupa	avrupa+NOUN+PROP+A3SG+PNON+NOM
Komisyonu	komisyon+NOUN+A3SG+P3SG+NOM
(	(+PUNC
Avrupa	avrupa+NOUN+PROP+A3SG+PNON+NOM
Topluluğu	topluluk+NOUN+A3SG+P3SG+NOM
)	)+PUNC
ekonomisi	ekonomi+NOUN+A3SG+P3SG+NOM
oldukça	oldukça+ADV
istikrarlıdır	istikrar+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
"	"+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bilimsel	bilimsel+ADJ
enstrüman	enstrüman+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
lazer	lazer+NOUN+A3SG+PNON+NOM
parça	parça+NOUN+A3SG+PNON+NOM
üreticisi	üretici+NOUN+A3SG+P3SG+NOM
,	,+PUNC
siparişlerin	sipariş+NOUN+A3PL+PNON+GEN
son	son+ADJ
aylarda	ay+NOUN+A3PL+PNON+LOC
beklentilerin	beklenti+NOUN+A3PL+PNON+GEN
altında	alt+NOUN+A3SG+P3SG+LOC
kaldığını	kal+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
söyledi	söyle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Katılan	katıl+VERB+POS^DB+ADJ+PRESPART
herkes	herkes+NOUN+A3SG+PNON+NOM
için	için+POSTP+PCNOM
,	,+PUNC
beyzbol	beyzbol+NOUN+A3SG+PNON+NOM
bir	bir+DET
yudum	yudum+NOUN+A3SG+PNON+NOM
gençlik	gençlik+NOUN+A3SG+PNON+NOM
iksiridir	iksir+NOUN+A3SG+P3SG+NOM^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Keskin	keskin+ADJ
düşüşlerden	düş+VERB+POS^DB+NOUN+INF3+A3PL+PNON+ABL
biri	biri+PRON+QUANTP+A3SG+P3SG+NOM
de	de+CONJ
,	,+PUNC
Avrupa'nın	avrupa+NOUN+PROP+A3SG+PNON+GEN
en	en+ADV
güçlü	güç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
ekonomisinin	ekonomi+NOUN+A3SG+P3SG+GEN
finans	finans+NOUN+A3SG+PNON+NOM
merkezinde	merkez+NOUN+A3SG+P3SG+LOC
meydana	meydan+NOUN+A3SG+PNON+DAT
geldi	gel+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ayrıca	ayrıca+ADV
makinistlerin	makinist+NOUN+A3PL+PNON+GEN
şirket	şirket+NOUN+A3SG+PNON+NOM
üzerindeki	üzeri+NOUN+A3SG+P2SG+LOC^DB+ADJ+REL
baskıyı	baskı+NOUN+A3SG+PNON+ACC
arttırmaya	art+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF2+A3SG+PNON+DAT
yardımcı	yardım+NOUN+A3SG+PNON+NOM^DB+ADJ+AGT
olduğundan	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ABL
emin	emin+ADJ
olabilirsiniz	ol+VERB+POS^DB+VERB+ABLE+AOR+A2PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bugünün	bugün+NOUN+A3SG+PNON+GEN
bebek	bebek+NOUN+A3SG+PNON+NOM
yüzlü	yüzlü+ADJ
kahramanları	kahraman+NOUN+A3PL+P3SG+NOM
bahar	bahar+NOUN+A3SG+PNON+NOM
eğitimi	eğitim+NOUN+A3SG+P3SG+NOM
için	için+POSTP+PCNOM
bu	bu+DET
top	top+NOUN+A3SG+PNON+NOM
sahalarını	saha+NOUN+A3PL+P3SG+ACC
geri	geri+ADV
alana	al+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+DAT
kadar	kadar+POSTP+PCDAT
bir	bir+NUM+CARD
tane	tane+NOUN+A3SG+PNON+NOM
daha	daha+ADV
var	var+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ancak	ancak+CONJ
bu	bu+DET
sefer	sefer+NOUN+A3SG+PNON+NOM
birçok	birçok+DET
küçük	küçük+ADJ
yatırımcı	yatırımcı+NOUN+A3SG+PNON+NOM
bu	bu+DET
kadar	kadar+POSTP+PCDAT
hızlı	hız+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
hareket	hareket+NOUN+A3SG+PNON+NOM
ederek	et+VERB+POS^DB+ADV+BYDOINGSO
zarar	zarar+NOUN+A3SG+PNON+NOM
görmüş	gör+VERB+POS+NARR^DB+ADJ+ZERO
olabilir	ol+VERB+POS^DB+VERB+ABLE+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Pazarlık	pazarlık+NOUN+A3SG+PNON+NOM
masasına	masa+NOUN+A3SG+P3SG+DAT
geri	geri+ADV
dönmek	dön+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
için	için+POSTP+PCNOM
henüz	henüz+ADV
bir	bir+DET
tarih	tarih+NOUN+A3SG+PNON+NOM
belirlenmedi	belirle+VERB^DB+VERB+PASS+NEG+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Sabahın	sabah+NOUN+A3SG+PNON+GEN
erkeninde	erken+ADJ^DB+NOUN+ZERO+A3SG+P3SG+LOC
emlak	emlak+NOUN+A3PL+PNON+NOM
avukatı	avukat+NOUN+A3SG+P3SG+NOM
Bay	bay+NOUN+A3SG+PNON+NOM
Sider	Sider+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
son	son+ADJ
vasiyetler	vasiyet+NOUN+A3PL+PNON+NOM
ve	ve+CONJ
arzular	arzu+NOUN+A3PL+PNON+NOM
üzerine	üzerine+ADV
düşüp	düş+VERB+POS^DB+ADV+AFTERDOINGSO
taşınır	taşın+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Commerzbank	Commerzbank+NOUN+PROP+A3SG+PNON+NOM
AG'nin	AG'nin+NOUN+PROP+A3SG+PNON+NOM
komisyoncusu	komisyoncu+NOUN+A3SG+P3SG+NOM
Nigel	Nigel+NOUN+PROP+A3SG+PNON+NOM
Longley	Longley+NOUN+PROP+A3SG+PNON+NOM
``	``+PUNC
Başlangıçta	başlangıç+NOUN+A3SG+PNON+LOC
kaotikti	kaotik+ADJ^DB+VERB+ZERO+PAST+A3SG
''	''+PUNC
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
</DOC>	</DOC>+EDTag
